StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
21145,8,122,ANTIQUE GLASS PLACE SETTING,Others,15.25
21147,13,89,JINGLE BELLS TREE DECORATION,Others,6.846153846153846
21154,47,3187,RED RETROSPOT OVEN GLOVE,Others,67.80851063829788
21155,51,2460,RED RETROSPOT PEG BAG,Others,48.23529411764706
21156,49,3039,RETROSPOT CHILDRENS APRON,Others,62.02040816326531
21157,12,49,RED RETROSPOT WASHBAG,Others,4.083333333333333
21158,41,1427,MOODY GIRL DOOR HANGER,Others,34.80487804878049
21159,41,1109,MOODY BOY  DOOR HANGER,Others,27.048780487804876
21161,18,131,KEEP OUT BOYS DOOR HANGER,Others,7.277777777777778
21162,41,1416,TOXIC AREA  DOOR HANGER,Others,34.53658536585366
21163,37,1176,DO NOT TOUCH MY STUFF DOOR HANGER,Others,31.783783783783782
21164,51,1714,HOME SWEET HOME METAL SIGN,Others,33.6078431372549
21165,51,4027,BEWARE OF THE CAT METAL SIGN,Others,78.96078431372548
21166,45,10209,COOK WITH WINE METAL SIGN,Others,226.86666666666667
21167,21,1260,WHITE SAGE INCENSE,Others,60.0
21169,47,4281,YOU'RE CONFUSING ME METAL SIGN,Others,91.08510638297872
21171,26,424,BATHROOM METAL SIGN,Others,16.307692307692307
21172,41,3335,PARTY METAL SIGN,Others,81.34146341463415
21174,50,3926,POTTERING IN THE SHED METAL SIGN,Others,78.52
21175,51,11993,GIN + TONIC DIET METAL SIGN,Others,235.15686274509804
21179,37,1785,NO JUNK MAIL METAL SIGN,Others,48.24324324324324
21181,39,11963,PLEASE ONE PERSON METAL SIGN,Others,306.7435897435897
21187,19,330,WHITE BELL HONEYCOMB PAPER GARLAND,Stationery,17.36842105263158
21188,23,294,3D HEARTS  HONEYCOMB PAPER GARLAND,Stationery,12.782608695652174
21189,20,165,WHITE HONEYCOMB PAPER GARLAND,Stationery,8.25
21190,6,168,PINK HEARTS PAPER GARLAND,Stationery,28.0
21191,27,394,LARGE WHITE HONEYCOMB PAPER BELL,Stationery,14.592592592592593
21192,24,925,WHITE BELL HONEYCOMB PAPER,Stationery,38.541666666666664
21194,26,437,PINK  HONEYCOMB PAPER FAN,Stationery,16.807692307692307
21195,16,417,PINK  HONEYCOMB PAPER BALL,Stationery,26.0625
21196,8,89,ROUND WHITE CONFETTI IN TUBE,Others,11.125
21197,11,243,MULTICOLOUR  CONFETTI IN TUBE,Others,22.09090909090909
21198,31,964,WHITE HEART CONFETTI IN TUBE,Others,31.096774193548388
21199,28,864,PINK  HEART CONFETTI IN TUBE,Others,30.857142857142858
21200,25,1010,MULTICOLOUR HONEYCOMB PAPER GARLAND,Stationery,40.4
21201,39,1175,TROPICAL  HONEYCOMB PAPER GARLAND,Stationery,30.128205128205128
21202,18,449,DOLLY HONEYCOMB GARLAND,Others,24.944444444444443
21204,32,419,DAISIES  HONEYCOMB GARLAND,Others,13.09375
21205,32,209,MULTICOLOUR 3D BALLS GARLAND,Others,6.53125
21206,39,1220,STRAWBERRY HONEYCOMB  GARLAND,Others,31.28205128205128
21207,42,982,SKULL AND CROSSBONES  GARLAND,Others,23.38095238095238
21208,34,873,PASTEL COLOUR HONEYCOMB FAN,Others,25.676470588235293
21209,33,1142,MULTICOLOUR HONEYCOMB FAN,Others,34.60606060606061
21210,42,5680,SET OF 72 RETROSPOT PAPER  DOILIES,Stationery,135.23809523809524
21211,38,816,SET OF 72 SKULL PAPER  DOILIES,Stationery,21.473684210526315
21212,51,33693,PACK OF 72 RETROSPOT CAKE CASES,Others,660.6470588235294
21213,51,14309,PACK OF 72 SKULL CAKE CASES,Others,280.5686274509804
21215,37,868,IVORY PAPER CUP CAKE CASES,Stationery,23.45945945945946
21216,50,1841,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",Kitchenware,36.82
21217,50,975,RED RETROSPOT ROUND CAKE TINS,Others,19.5
21218,49,2058,RED SPOTTY BISCUIT TIN,Others,42.0
21219,29,323,SET/4 BADGES BALLOON GIRL,Others,11.137931034482758
21220,25,239,SET/4 BADGES DOGS,Others,9.56
21221,17,201,SET/4 BADGES CUTE CREATURES,Others,11.823529411764707
21222,25,198,SET/4 BADGES BEETLES,Others,7.92
21224,42,734,SET/4 SKULL BADGES,Others,17.476190476190474
21226,4,9,POCKET MIRROR WOODLAND,Others,2.25
21228,2,5,"POCKET MIRROR ""GLAMOROUS""",Others,2.5
21231,51,5757,SWEETHEART CERAMIC TRINKET BOX,Others,112.88235294117646
21232,51,10366,STRAWBERRY CERAMIC TRINKET BOX,Others,203.2549019607843
21238,50,3519,RED RETROSPOT CUP,Others,70.38
21239,49,2574,PINK  POLKADOT CUP,Others,52.53061224489796
21240,51,3156,BLUE POLKADOT CUP,Others,61.88235294117647
21242,49,3074,RED RETROSPOT PLATE,Kitchenware,62.734693877551024
21243,48,2113,PINK  POLKADOT PLATE,Kitchenware,44.020833333333336
21244,42,2131,BLUE POLKADOT PLATE,Kitchenware,50.73809523809524
21245,44,1014,GREEN POLKADOT PLATE,Kitchenware,23.045454545454547
21246,27,175,RED RETROSPOT BIG BOWL,Kitchenware,6.481481481481482
21248,32,187,DOOR HANGER  MUM + DADS ROOM,Others,5.84375
21249,41,672,WOODLAND  HEIGHT CHART STICKERS,Toys & Games,16.390243902439025
21250,13,92,SET OF SKULL WALL STICKERS,Toys & Games,7.076923076923077
21251,27,165,DINOSAUR HEIGHT CHART STICKER SET,Toys & Games,6.111111111111111
21253,11,66,SET OF PICTURE FRAME  STICKERS,Toys & Games,6.0
21257,47,489,VICTORIAN SEWING BOX MEDIUM,Others,10.404255319148936
21258,22,425,VICTORIAN SEWING BOX LARGE,Others,19.318181818181817
21259,50,1128,VICTORIAN SEWING BOX SMALL,Others,22.56
21260,48,1129,FIRST AID TIN,Others,23.520833333333332
21261,16,167,GREEN GOOSE FEATHER CHRISTMAS TREE,Seasonal,10.4375
21262,21,268,WHITE GOOSE FEATHER CHRISTMAS TREE,Seasonal,12.761904761904763
21263,13,165,GREEN GOOSE FEATHER TREE 60CM,Others,12.692307692307692
21264,17,256,WHITE GOOSE FEATHER TREE 60CM,Others,15.058823529411764
21265,12,128,PINK GOOSE FEATHER TREE 60CM,Others,10.666666666666666
21268,1,2,VINTAGE BLUE TINSEL REEL,Others,2.0
21269,14,28,ANTIQUE CREAM CUTLERY SHELF,Others,2.0
21270,10,14,ANTIQUE CREAM CUTLERY CUPBOARD,Others,1.4
21272,32,503,SALLE DE BAIN HOOK,Others,15.71875
21275,8,10,ZINC TOP  2 DOOR WOODEN SHELF,Others,1.25
21277,19,23,FRENCH STYLE EMBOSSED HEART CABINET,Others,1.2105263157894737
21278,5,43,VINTAGE KITCHEN PRINT PUDDINGS,Kitchenware,8.6
21279,12,65,VINTAGE KITCHEN PRINT FRUITS,Kitchenware,5.416666666666667
21280,11,65,VINTAGE KITCHEN PRINT VEGETABLES,Kitchenware,5.909090909090909
21281,6,35,VINTAGE KITCHEN PRINT SEAFOOD,Kitchenware,5.833333333333333
21284,16,385,RETROSPOT CANDLE  SMALL,Others,24.0625
21285,14,350,RETROSPOT CANDLE  MEDIUM,Others,25.0
21286,7,255,RETROSPOT CANDLE  LARGE,Others,36.42857142857143
21287,27,1788,SCENTED VELVET LOUNGE CANDLE,Others,66.22222222222223
21288,27,256,STRIPEY CHOCOLATE NESTING BOXES,Others,9.481481481481481
21289,14,443,LARGE STRIPES CHOCOLATE GIFT BAG,Others,31.642857142857142
21291,27,920,SMALL POLKADOT CHOCOLATE GIFT BAG,Others,34.074074074074076
21292,19,865,SMALL STRIPES CHOCOLATE GIFT BAG,Others,45.526315789473685
21293,15,101,MIRRORED DOVE WALL DECORATION,Others,6.733333333333333
21294,31,1536,ETCHED GLASS COASTER,Others,49.54838709677419
21306,21,487,SET/4 DAISY MIRROR MAGNETS,Others,23.19047619047619
21307,9,79,SET/4 BUTTERFLY MIRROR MAGNETS,Others,8.777777777777779
21310,1,1,CAPIZ CHANDELIER,Others,1.0
21311,21,478,SET/4 BIRD MIRROR MAGNETS,Others,22.761904761904763
21313,45,2843,GLASS HEART T-LIGHT HOLDER,Others,63.17777777777778
21314,50,3670,SMALL GLASS HEART TRINKET POT,Others,73.4
21316,4,149,SMALL CHUNKY GLASS ROMAN  BOWL,Kitchenware,37.25
21317,17,96,GLASS SPHERE CANDLE STAND MEDIUM,Others,5.647058823529412
21318,14,680,GLASS CHALICE BLUE SMALL,Others,48.57142857142857
21319,8,147,GLASS CHALICE GREEN  SMALL,Others,18.375
21320,4,186,GLASS CHALICE GREEN  LARGE,Others,46.5
21324,11,69,HANGING MEDINA LANTERN SMALL,Home Decor,6.2727272727272725
21326,50,10088,AGED GLASS SILVER T-LIGHT HOLDER,Others,201.76
21327,46,538,SKULLS WRITING SET,Others,11.695652173913043
21328,40,760,BALLOONS  WRITING SET,Others,19.0
21329,38,589,DINOSAURS  WRITING SET,Others,15.5
21331,7,11,MOROCCAN BEATEN METAL DISH LARGE,Others,1.5714285714285714
21332,8,14,MOROCCAN BEATEN METAL MIRROR,Others,1.75
21333,10,55,CLASSIC WHITE FRAME,Others,5.5
21336,2,8,GOLD WASHBAG,Others,4.0
21340,47,928,CLASSIC METAL BIRDCAGE PLANT HOLDER,Others,19.74468085106383
21344,5,14,MOROCCAN BEATEN METAL DISH,Others,2.8
21348,4,139,PINK SPOTS CHOCOLATE NESTING BOXES,Others,34.75
21349,5,12,IVY HEART WREATH,Others,2.4
21351,15,101,CINAMMON & ORANGE WREATH,Others,6.733333333333333
21352,17,311,EUCALYPTUS & PINECONE  WREATH,Others,18.294117647058822
21354,32,753,TOAST ITS - BEST MUM,Others,23.53125
21355,29,777,TOAST ITS - I LOVE YOU,Others,26.79310344827586
21356,30,304,TOAST ITS - FAIRY FLOWER,Others,10.133333333333333
21357,6,19,TOAST ITS - DINOSAUR,Others,3.1666666666666665
21358,39,328,TOAST ITS - HAPPY BIRTHDAY,Others,8.41025641025641
21359,15,127,RELAX LARGE WOOD LETTERS,Others,8.466666666666667
21360,10,37,JOY LARGE WOOD LETTERS,Others,3.7
21361,25,91,LOVE LARGE WOOD LETTERS,Others,3.64
21363,34,209,HOME SMALL WOOD LETTERS,Others,6.147058823529412
21364,13,25,PEACE SMALL WOOD LETTERS,Others,1.9230769230769231
21365,25,348,MIRRORED WALL ART STARS,Others,13.92
21366,9,24,MIRRORED WALL ART PHOTO FRAMES,Others,2.6666666666666665
21367,19,163,MIRRORED WALL ART GENTS,Others,8.578947368421053
21368,19,161,MIRRORED WALL ART LADIES,Others,8.473684210526315
21369,12,98,MIRRORED WALL ART SPLODGES,Others,8.166666666666666
21370,3,15,MIRRORED WALL ART FOXY,Others,5.0
21371,20,275,MIRRORED WALL ART POPPIES,Others,13.75
21372,20,67,MIRRORED WALL ART TABLE LAMP,Others,3.35
21373,22,507,MIRRORED WALL ART SNOWFLAKES,Others,23.045454545454547
21374,26,294,MIRRORED WALL ART SKULLS,Others,11.307692307692308
21375,9,24,LARGE CAMPHOR WOOD FIELD MUSHROOM,Others,2.6666666666666665
21376,12,33,LARGE  TALL CAMPHOR WOOD TOADSTOOL,Others,2.75
21377,13,93,SMALL CAMPHOR WOOD FIELD  MUSHROOM,Others,7.153846153846154
21378,17,129,SMALL TALL CAMPHOR WOOD TOADSTOOL,Others,7.588235294117647
21379,16,147,CAMPHOR WOOD PORTOBELLO MUSHROOM,Others,9.1875
21380,50,2093,WOODEN HAPPY BIRTHDAY GARLAND,Others,41.86
21381,49,1699,MINI WOODEN HAPPY BIRTHDAY GARLAND,Others,34.673469387755105
21382,38,1045,SET/4 SPRING FLOWER DECORATION,Others,27.5
21383,25,772,PACK OF 12 STICKY BUNNIES,Others,30.88
21385,51,3564,IVORY HANGING DECORATION  HEART,Others,69.88235294117646
21386,26,713,IVORY HANGING DECORATION  EGG,Others,27.423076923076923
21389,34,1018,IVORY HANGING DECORATION  BIRD,Others,29.941176470588236
21390,49,3781,FILIGRIS HEART WITH BUTTERFLY,Others,77.16326530612245
21391,29,975,FRENCH LAVENDER SCENT HEART,Others,33.62068965517241
21392,5,32,RED POLKADOT PUDDING BOWL,Kitchenware,6.4
21393,5,29,BLUE POLKADOT PUDDING BOWL,Kitchenware,5.8
21394,36,3822,RED POLKADOT BEAKER,Others,106.16666666666667
21395,27,2812,BLUE POLKADOT BEAKER,Others,104.14814814814815
21397,14,1016,BLUE POLKADOT EGG CUP,Others,72.57142857142857
21398,14,1499,RED POLKADOT COFFEE  MUG,Kitchenware,107.07142857142857
21399,19,2047,BLUE POLKADOT COFFEE MUG,Kitchenware,107.73684210526316
21400,29,837,RED PUDDING SPOON,Others,28.862068965517242
21401,34,1010,BLUE PUDDING SPOON,Others,29.705882352941178
21402,28,1290,RED  EGG  SPOON,Others,46.07142857142857
21403,37,1718,BLUE EGG  SPOON,Others,46.432432432432435
21407,41,233,BROWN CHECK CAT DOORSTOP,Others,5.682926829268292
21408,30,225,SPOTTY PINK DUCK DOORSTOP,Others,7.5
21411,43,722,GINGHAM HEART  DOORSTOP RED,Others,16.790697674418606
21413,9,36,PERIWINKLE T-LIGHT HOLDER,Others,4.0
21414,1,1,SCALLOP SHELL SOAP DISH,Others,1.0
21415,20,206,CLAM SHELL SMALL,Others,10.3
21416,4,5,CLAM SHELL LARGE,Others,1.25
21417,19,289,COCKLE SHELL DISH,Others,15.210526315789474
21418,8,59,STARFISH SOAP DISH,Others,7.375
21420,11,48,OYSTER TRINKET BOX,Others,4.363636363636363
21421,8,298,PORCELAIN ROSE LARGE,Others,37.25
21422,28,1560,PORCELAIN ROSE SMALL,Others,55.714285714285715
21424,16,227,WOODLAND STORAGE BOX LARGE,Others,14.1875
21425,13,67,SKULLS STORAGE BOX LARGE,Others,5.153846153846154
21426,14,213,WOODLAND STORAGE BOX SMALL,Others,15.214285714285714
21427,14,77,SKULLS STORAGE BOX SMALL,Others,5.5
21428,47,1099,SET3 BOOK BOX GREEN GINGHAM FLOWER,Others,23.382978723404257
21429,33,1616,RED GINGHAM ROSE JEWELLERY BOX,Others,48.96969696969697
21430,51,2704,SET/3 RED GINGHAM ROSE STORAGE BOX,Others,53.01960784313726
21439,38,1322,BASKET OF TOADSTOOLS,Others,34.78947368421053
21441,26,376,BLUE BIRDHOUSE DECORATION,Others,14.461538461538462
21442,24,389,GREEN BIRDHOUSE DECORATION,Others,16.208333333333332
21445,14,214,12 PINK ROSE PEG PLACE SETTINGS,Others,15.285714285714286
21446,34,400,12 RED ROSE PEG PLACE SETTINGS,Others,11.764705882352942
21447,36,749,12 IVORY ROSE PEG PLACE SETTINGS,Others,20.805555555555557
21448,33,327,12 DAISY PEGS IN WOOD BOX,Others,9.909090909090908
21452,46,745,TOADSTOOL MONEY BOX,Others,16.195652173913043
21454,20,318,PAINTED PINK RABBIT,Others,15.9
21455,18,271,PAINTED YELLOW WOODEN DAISY,Others,15.055555555555555
21456,9,161,2 PICTURE BOOK EGGS EASTER CHICKS,Seasonal,17.88888888888889
21457,10,115,2 PICTURE BOOK EGGS EASTER DUCKS,Seasonal,11.5
21458,11,158,2 PICTURE BOOK EGGS EASTER BUNNY,Seasonal,14.363636363636363
21459,13,75,YELLOW EASTER EGG HUNT START POST,Seasonal,5.769230769230769
21460,8,26,GREEN EASTER EGG HUNT START POST,Seasonal,3.25
21461,4,9,BLUE EASTER EGG HUNT START POST,Seasonal,2.25
21462,32,192,"NURSERY A,B,C PAINTED LETTERS",Others,6.0
21463,47,644,MIRRORED DISCO BALL,Others,13.702127659574469
21464,45,244,DISCO BALL ROTATOR BATTERY OPERATED,Others,5.4222222222222225
21465,39,193,PINK FLOWER CROCHET FOOD COVER,Others,4.948717948717949
21466,41,267,RED FLOWER CROCHET FOOD COVER,Others,6.512195121951219
21467,37,215,CHERRY CROCHET FOOD COVER,Others,5.8108108108108105
21468,32,123,BUTTERFLY CROCHET FOOD COVER,Others,3.84375
21469,33,250,POLKA DOT RAFFIA FOOD COVER,Others,7.575757575757576
21470,44,338,FLOWER VINE RAFFIA FOOD COVER,Others,7.681818181818182
21471,41,495,STRAWBERRY RAFFIA FOOD COVER,Others,12.073170731707316
21472,18,119,LADYBIRD + BEE RAFFIA FOOD COVER,Others,6.611111111111111
21473,16,22,SWEETHEART CREAM STEEL TABLE RECT,Others,1.375
21476,14,31,STEEL SWEETHEART ROUND TABLE CREAM,Others,2.2142857142857144
21479,42,2702,WHITE SKULL HOT WATER BOTTLE,Others,64.33333333333333
21481,47,2925,FAWN BLUE HOT WATER BOTTLE,Others,62.234042553191486
21484,38,1555,CHICK GREY HOT WATER BOTTLE,Others,40.921052631578945
21485,45,3335,RETROSPOT HEART HOT WATER BOTTLE,Others,74.11111111111111
21486,1,8,PINK HEART DOTS HOT WATER BOTTLE,Others,8.0
21488,1,3,RED WHITE SCARF  HOT WATER BOTTLE,Others,3.0
21494,34,1228,ROTATING LEAVES T-LIGHT HOLDER,Others,36.11764705882353
21495,48,5800,SKULLS AND CROSSBONES WRAP,Others,120.83333333333333
21497,49,8600,FANCY FONTS BIRTHDAY WRAP,Others,175.51020408163265
21498,50,10547,RED RETROSPOT WRAP,Others,210.94
21499,47,6925,BLUE POLKADOT WRAP,Others,147.3404255319149
21500,49,6350,PINK POLKADOT WRAP,Others,129.59183673469389
21503,17,726,TOYBOX  WRAP,Toys & Games,42.705882352941174
21504,39,1884,SKULLS GREETING CARD,Others,48.30769230769231
21506,51,4740,"FANCY FONT BIRTHDAY CARD, ",Others,92.94117647058823
21507,49,3206,"ELEPHANT, BIRTHDAY CARD, ",Others,65.42857142857143
21508,47,2393,VINTAGE KID DOLLY CARD,Others,50.91489361702128
21509,48,3581,COWBOYS AND INDIANS BIRTHDAY CARD,Others,74.60416666666667
21518,12,265,BANK ACCOUNT  GREETING  CARD,Others,22.083333333333332
21519,49,3217,GIN & TONIC DIET GREETING CARD,Others,65.65306122448979
21520,23,457,BOOZE & WOMEN GREETING CARD,Others,19.869565217391305
21523,51,3088,DOORMAT FANCY FONT HOME SWEET HOME,Others,60.549019607843135
21524,51,1662,DOORMAT SPOTTY HOME SWEET HOME,Others,32.588235294117645
21527,17,468,RED RETROSPOT TRADITIONAL TEAPOT,Kitchenware,27.529411764705884
21528,42,179,DAIRY MAID TRADITIONAL TEAPOT,Kitchenware,4.261904761904762
21530,37,756,DAIRY MAID TOASTRACK,Others,20.43243243243243
21531,49,1473,RED RETROSPOT SUGAR JAM BOWL,Kitchenware,30.06122448979592
21533,51,1317,RETROSPOT LARGE MILK JUG,Others,25.823529411764707
21534,47,327,DAIRY MAID LARGE MILK JUG,Others,6.957446808510638
21535,51,2460,RED RETROSPOT SMALL MILK JUG,Others,48.23529411764706
21537,30,327,RED RETROSPOT PUDDING BOWL,Kitchenware,10.9
21538,2,5,DAIRY MAID  PUDDING BOWL,Kitchenware,2.5
21539,48,939,RED RETROSPOT BUTTER DISH,Others,19.5625
21544,49,1872,SKULLS  WATER TRANSFER TATTOOS,Others,38.204081632653065
21547,9,72,CERAMIC BIRDHOUSE CRESTED TIT SMALL,Others,8.0
21555,12,55,CERAMIC STRAWBERRY TRINKET TRAY,Others,4.583333333333333
21556,28,804,CERAMIC STRAWBERRY MONEY BOX,Others,28.714285714285715
21557,28,300,SET OF 6 FUNKY BEAKERS,Others,10.714285714285714
21558,51,1946,SKULL LUNCH BOX WITH CUTLERY,Others,38.15686274509804
21559,51,3716,STRAWBERRY LUNCH BOX WITH CUTLERY,Others,72.86274509803921
21561,48,1227,DINOSAUR LUNCH BOX WITH CUTLERY,Others,25.5625
21562,22,319,HAWAIIAN GRASS SKIRT,Others,14.5
21563,39,1358,RED HEART SHAPE LOVE BUCKET,Others,34.82051282051282
21564,44,1016,PINK  HEART SHAPE LOVE BUCKET,Others,23.09090909090909
21576,31,177,LETS GO SHOPPING COTTON TOTE BAG,Others,5.709677419354839
21577,44,549,SAVE THE PLANET COTTON TOTE BAG,Others,12.477272727272727
21578,36,586,WOODLAND DESIGN  COTTON TOTE BAG,Others,16.27777777777778
21579,25,154,LOLITA  DESIGN  COTTON TOTE BAG,Others,6.16
21580,19,90,RABBIT  DESIGN  COTTON TOTE BAG,Others,4.7368421052631575
21581,24,165,SKULLS  DESIGN  COTTON TOTE BAG,Others,6.875
21584,39,1066,RETROSPOT SMALL TUBE MATCHES,Others,27.333333333333332
21586,32,731,KINGS CHOICE GIANT TUBE MATCHES,Others,22.84375
21587,6,197,COSY HOUR GIANT TUBE MATCHES,Others,32.833333333333336
21588,37,1497,RETROSPOT GIANT TUBE MATCHES,Others,40.45945945945946
21591,34,1187,COSY HOUR CIGAR BOX MATCHES,Others,34.911764705882355
21592,47,2151,RETROSPOT CIGAR BOX MATCHES,Others,45.765957446808514
21609,32,761,SET 12 LAVENDER  BOTANICAL T-LIGHTS,Others,23.78125
21613,25,221,S/12 VANILLA  BOTANICAL T-LIGHTS,Others,8.84
21614,4,48,SET OF 12 ROSE BOTANICAL T-LIGHTS,Others,12.0
21615,23,840,4 LAVENDER BOTANICAL DINNER CANDLES,Others,36.52173913043478
21616,19,755,4 PEAR BOTANICAL DINNER CANDLES,Others,39.73684210526316
21617,30,473,4 LILY  BOTANICAL DINNER CANDLES,Others,15.766666666666667
21618,24,303,4 WILDFLOWER BOTANICAL CANDLES,Others,12.625
21619,26,900,4 VANILLA BOTANICAL CANDLES,Others,34.61538461538461
21620,28,811,SET OF 4 ROSE BOTANICAL CANDLES,Others,28.964285714285715
21621,47,2540,VINTAGE UNION JACK BUNTING,Others,54.04255319148936
21622,39,364,VINTAGE UNION JACK CUSHION COVER,Home Decor,9.333333333333334
21623,50,3255,VINTAGE UNION JACK MEMOBOARD,Others,65.1
21624,37,204,VINTAGE UNION JACK DOORSTOP,Others,5.513513513513513
21625,44,307,VINTAGE UNION JACK APRON,Others,6.9772727272727275
21626,30,742,VINTAGE UNION JACK PENNANT,Others,24.733333333333334
21627,20,38,ELEPHANT CARNIVAL POUFFE,Others,1.9
21628,14,44,TRIANGULAR POUFFE VINTAGE,Others,3.142857142857143
21629,19,53,SQUARE FLOOR CUSHION VINTAGE RED,Home Decor,2.789473684210526
21630,15,54,FLOOR CUSHION ELEPHANT CARNIVAL,Home Decor,3.6
21631,10,155,HIPPY CHIC DECORATIVE PARASOL,Others,15.5
21632,2,60,VINTAGE PINK DECORATIVE PARASOL,Others,30.0
21633,14,87,SUNFLOWER DECORATIVE PARASOL,Others,6.214285714285714
21634,13,948,ASSORTED MINI MADRAS NOTEBOOK,Stationery,72.92307692307692
21635,9,270,MADRAS NOTEBOOK LARGE,Stationery,30.0
21636,27,917,MADRAS NOTEBOOK MEDIUM,Stationery,33.96296296296296
21637,6,109,ASSORTED SANSKRIT MINI NOTEBOOK,Stationery,18.166666666666668
21638,19,235,ASSORTED TUTTI FRUTTI NOTEBOOK,Stationery,12.368421052631579
21640,29,541,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,Stationery,18.655172413793103
21641,13,1102,ASSORTED TUTTI FRUTTI KEYRING BALL,Others,84.76923076923077
21642,28,2452,ASSORTED TUTTI FRUTTI PEN,Others,87.57142857142857
21643,25,490,ASSORTED TUTTI FRUTTI MIRROR,Others,19.6
21644,23,215,ASSORTED TUTTI FRUTTI HEART BOX,Others,9.347826086956522
21647,13,117,ASSORTED TUTTI FRUTTI LARGE PURSE,Others,9.0
21648,20,654,ASSORTED TUTTI FRUTTI SMALL PURSE,Others,32.7
21650,28,2197,ASSORTED TUTTI FRUTTI BRACELET,Others,78.46428571428571
21651,6,131,HANGING GLASS ETCHED TEALIGHT,Kitchenware,21.833333333333332
21654,27,946,RIDGED GLASS FINGER BOWL,Kitchenware,35.03703703703704
21655,2,36,HANGING RIDGE GLASS T-LIGHT HOLDER,Others,18.0
21656,13,117,RIDGED GLASS POSY VASE,Home Decor,9.0
21657,8,28,MILK BOTTLE WITH GLASS STOPPER,Others,3.5
21658,31,773,GLASS  BEURRE DISH,Others,24.93548387096774
21661,3,3,VINTAGE GLASS TEA CADDY,Kitchenware,1.0
21662,13,74,VINTAGE GLASS COFFEE CADDY,Others,5.6923076923076925
21664,13,97,RIDGED GLASS STORAGE JAR CREAM LID,Others,7.461538461538462
21666,24,384,RIDGED GLASS T-LIGHT HOLDER,Others,16.0
21667,1,2,GLASS CAKE COVER AND PLATE,Kitchenware,2.0
21668,51,5035,RED STRIPE CERAMIC DRAWER KNOB,Others,98.72549019607843
21669,50,4969,BLUE STRIPE CERAMIC DRAWER KNOB,Others,99.38
21670,51,4004,BLUE SPOT CERAMIC DRAWER KNOB,Others,78.50980392156863
21671,51,4080,RED SPOT CERAMIC DRAWER KNOB,Others,80.0
21672,51,4564,WHITE SPOT RED CERAMIC DRAWER KNOB,Others,89.49019607843137
21673,50,3994,WHITE SPOT BLUE CERAMIC DRAWER KNOB,Others,79.88
21675,30,525,BUTTERFLIES STICKERS,Toys & Games,17.5
21676,25,211,FLOWERS  STICKERS,Toys & Games,8.44
21677,36,766,HEARTS  STICKERS,Toys & Games,21.27777777777778
21678,13,104,PAISLEY PATTERN  STICKERS,Toys & Games,8.0
21679,36,1054,SKULLS  STICKERS,Toys & Games,29.27777777777778
21680,29,804,WOODLAND  STICKERS,Toys & Games,27.724137931034484
21681,2,2,GIANT MEDINA STAMPED METAL BOWL,Kitchenware,1.0
21682,34,177,LARGE MEDINA STAMPED METAL BOWL,Kitchenware,5.205882352941177
21683,33,297,MEDIUM MEDINA STAMPED METAL BOWL,Kitchenware,9.0
21684,23,764,SMALL MEDINA STAMPED METAL BOWL,Kitchenware,33.21739130434783
21686,16,33,MEDINA STAMPED METAL STOOL,Others,2.0625
21688,26,316,SILVER PLATE CANDLE BOWL SMALL,Kitchenware,12.153846153846153
21689,17,92,SILVER VANILLA  FLOWER CANDLE POT,Others,5.411764705882353
21690,4,24,SILVER  CANDLEPOT JARDIN,Others,6.0
21692,4,17,SILVER LATTICE VANILLA CANDLE POT,Others,4.25
21693,26,358,SMALL HAMMERED SILVER CANDLEPOT,Others,13.76923076923077
21694,15,303,SMALL REGAL  SILVER CANDLEPOT,Others,20.2
21695,25,283,SMALL SILVER FLOWER CANDLE POT,Others,11.32
21696,21,226,SMALL SILVER TRELLIS CANDLEPOT,Others,10.761904761904763
21698,18,266,MOCK LOBSTER FRIDGE MAGNET,Others,14.777777777777779
21700,40,1266,BIG DOUGHNUT FRIDGE MAGNETS,Others,31.65
21703,50,9272,BAG 125g SWIRLY MARBLES,Others,185.44
21704,44,5004,BAG 250g SWIRLY MARBLES,Others,113.72727272727273
21705,35,1377,BAG 500g SWIRLY MARBLES,Others,39.34285714285714
21706,42,229,FOLDING UMBRELLA RED/WHITE POLKADOT,Others,5.4523809523809526
21707,28,120,FOLDING UMBRELLA BLACKBLUE POLKADOT,Others,4.285714285714286
21708,25,139,FOLDING UMBRELLA CREAM POLKADOT,Others,5.56
21709,24,87,FOLDING UMBRELLA CHOCOLATE POLKADOT,Others,3.625
21710,24,84,FOLDING UMBRELLA PINKWHITE POLKADOT,Others,3.5
